1.000000000000000000e+02,2.981600000000000250e+02
2.000000000000000000e+02,5.911799999999999500e+02
3.000000000000000000e+02,8.790800000000000409e+02
4.000000000000000000e+02,1.165420000000000073e+03
5.000000000000000000e+02,1.448400000000000091e+03
6.000000000000000000e+02,1.732529999999999973e+03
7.000000000000000000e+02,2.014799999999999955e+03
8.000000000000000000e+02,2.298840000000000146e+03
9.000000000000000000e+02,2.581920000000000073e+03
1.000000000000000000e+03,2.866300000000000182e+03
1.100000000000000000e+03,3.150179999999999836e+03
1.200000000000000000e+03,3.434519999999999982e+03
1.300000000000000000e+03,3.718519999999999982e+03
1.400000000000000000e+03,4.003230000000000018e+03
1.500000000000000000e+03,4.287760000000000218e+03
1.600000000000000000e+03,4.572239999999999782e+03
1.700000000000000000e+03,4.856560000000000400e+03
1.800000000000000000e+03,5.141159999999999854e+03
1.900000000000000000e+03,5.425640000000000327e+03
2.000000000000000000e+03,5.709899999999999636e+03
2.100000000000000000e+03,5.994039999999999964e+03
2.200000000000000000e+03,6.278470000000000255e+03
2.300000000000000000e+03,6.562819999999999709e+03
2.400000000000000000e+03,6.846960000000000036e+03
2.500000000000000000e+03,7.131000000000000000e+03
2.600000000000000000e+03,7.415329999999999927e+03
2.700000000000000000e+03,7.699600000000000364e+03
2.800000000000000000e+03,7.984340000000000146e+03
2.900000000000000000e+03,8.269059999999999491e+03
3.000000000000000000e+03,8.554049999999999272e+03
3.100000000000000000e+03,8.839040000000000873e+03
3.200000000000000000e+03,9.124799999999999272e+03
3.300000000000000000e+03,9.410620000000000800e+03
3.400000000000000000e+03,9.696969999999999345e+03
3.500000000000000000e+03,9.983399999999999636e+03
3.600000000000000000e+03,1.027007999999999993e+04
3.700000000000000000e+03,1.055684000000000015e+04
3.800000000000000000e+03,1.084387000000000080e+04
3.900000000000000000e+03,1.113100000000000000e+04
4.000000000000000000e+03,1.141820000000000073e+04
4.100000000000000000e+03,1.170550000000000000e+04
4.200000000000000000e+03,1.199330999999999949e+04
4.300000000000000000e+03,1.228118000000000029e+04
4.400000000000000000e+03,1.256904000000000087e+04
4.500000000000000000e+03,1.285686000000000058e+04
4.600000000000000000e+03,1.314472999999999956e+04
4.700000000000000000e+03,1.343247999999999956e+04
4.800000000000000000e+03,1.372055999999999949e+04
4.900000000000000000e+03,1.400845999999999913e+04
5.008000000000000000e+03,1.432034000000000015e+04
